ts,device_id,skill_id,commanded_angle,target_angle,error,prev_error,action_idx,action_value,reward,q_value,td_error,epsilon,memory_size,retrieval_k,neighbor_agreement,tick_duration_ms,skill_elapsed_ms
331452,esp32-arm,reach-target-fast,79.0,45.0,-34.0,-35.0,3,-1,-34.0,0.0,0.0,0.2,128,0,0.0,39,294023
331959,esp32-arm,reach-target-fast,75.0,45.0,-30.0,-30.0,4,0,-30.0,0.0,0.0,0.2,128,0,0.0,46,294529
332462,esp32-arm,reach-target-fast,75.0,45.0,-30.0,-31.0,3,-1,-30.0,0.0,0.0,0.2,128,0,0.0,46,295033
332964,esp32-arm,reach-target-fast,64.0,45.0,-19.0,-20.0,3,-1,-19.0,0.0,0.0,0.2,128,0,0.0,39,295534
333459,esp32-arm,reach-target-fast,62.0,45.0,-17.0,-7.0,8,10,-17.0,0.0,0.0,0.2,128,0,0.0,39,296029
333968,esp32-arm,reach-target-fast,52.0,45.0,-7.0,-8.0,3,-1,-7.0,0.0,0.0,0.2,128,0,0.0,46,296538
334470,esp32-arm,reach-target-fast,48.0,45.0,-3.0,-3.0,4,0,-3.0,0.0,0.0,0.2,128,0,0.0,46,297041
2760,esp32-arm,default,77.0,90.0,13.0,14.0,5,1,-13.0,0.0,-13.0,0.2,10,5,0.8,16,477
3265,esp32-arm,default,64.0,90.0,26.0,28.0,6,2,-26.0,0.0,-26.0,0.2,20,4,0.0,21,981
3775,esp32-arm,default,70.0,90.0,20.0,18.0,2,-2,-20.0,0.0,-20.0,0.2,30,5,0.4,28,1491
4284,esp32-arm,default,71.0,90.0,19.0,19.0,4,0,-19.0,0.0,-19.0,0.2,40,5,0.6,39,2000
4790,esp32-arm,default,79.0,90.0,11.0,16.0,7,5,-11.0,0.0,-11.0,0.2,50,5,0.0,42,2507
5302,esp32-arm,default,77.0,90.0,13.0,13.0,4,0,-13.0,0.0,-13.0,0.2,60,5,0.6,51,3019
5884,esp32-arm,default,77.0,90.0,13.0,13.0,4,0,-13.0,0.0,-13.0,0.2,70,5,0.6,55,3600
6522,esp32-arm,default,87.0,90.0,3.0,13.0,8,10,-3.0,0.0,-3.0,0.2,80,5,0.0,68,4238
7239,esp32-arm,default,77.0,90.0,13.0,11.0,2,-2,-13.0,0.0,-13.0,0.2,90,5,1.0,74,4956
